;link;categoria;texto
79;http://g1.globo.com/bemestar/noticia/caso-de-doenca-da-urina-preta-traz-indicios-de-transmissao-por-virus-diz-pesquisador.ghtml;ciencia-e-saude;caso doença urina preta registrado cidade alagoinhas bahia é usado referência acordo pesquisador traz indícios transmissão vírus segundo infectologista gúbio soares universidade federal bahia ufba mulher grávida desenvolveu sintomas doença dor muscular intensa insuficiência renal urina preta após entrar contato irmã diz consumiu peixe criança anos mesma família infectada casos mostram transmissão pode ser fecaloral pode ser família vírus dissemina desta maneira afirmou médico soares acompanhando casos doença salvador bahia contabilizados oficialmente secretaria estado saúde bahia dezembro janeiro deste ano segundo infectologista além dados oficiais pessoas haviam sido infectadas desde outubro conversando paciente sintomas outubro internado urina preta fez hemodiálise alta disse confirmação causa doença deverá ocorrer após análise amostras urina soro fezes enviadas fundação oswaldo cruz fiocruz rio janeiro instituto adolfo lutz ial paulo centros controle prevenção doenças cdc sigla inglês estados unidos soares fazendo sequenciamento genético algumas amostras diz resultado conclusivo próximas semanas segundo infectologista tiago lobo acompanha caso pacientes doença urina preta salvador pacientes identificados relataram ter consumido peixe lobo acrescenta maioria pacientes atendidos sintomas classe média alta leva concluir trata doença relacionada falta saneamento
80;http://g1.globo.com/bemestar/noticia/fralda-bijuteria-roupa-sintetica-banho-quente-e-excesso-de-sabonete-e-toalha-sao-viloes-das-alergias.ghtml;ciencia-e-saude;bebê apenas meses ser internado reação grave protetor solar partir bebês podem usar protetor indicado bem estar desta quintafeira fala sobre alergias acontecem pioram verão dermatologista valéria campos responde dúvidas alergia é próprio calor alergista aryana yang explica fazer amido milho funciona contra assaduras conheça curativo natural desenvolvido interior paulo capaz fechar feridas anos cicatrizavam jeito nenhum estimase pessoas mundo sofram algum tipo alergia sol afeta principalmente mulheres sendo jovens anos vilões alergia fraldas bijuterias roupas sintéticas banho quente excesso sabonete toalha esfregar dias quentes série reações alérgicas podem aparecer brotoejas comuns bebês crianças pequenas dermatite contato urticária alergias causadas picadas insetos bolinhas vermelhas podem aparecer tanto regiões expostas sol regiões transpiram fica úmidas algumas alergias podem piorar calor exposição sol dermatite atópica pode piorar calor exposição incorreta demasiada porém mistura água mar sol ocorrer antes horas resultado pode ser positivo pois dupla sol água mar efeito antiinflamatório pode melhorar condição pele dermatite faça seguido banho água doce hidratação oral aplicação hidratante coceiras vermelhidão aumentam calor pessoas fazem uso alguns antiinflamatórios remédios diabetes podem apresentar alergias causa medicamentos histórico alergia pessoas devem expor sol usando remédios devem sempre usar filtro proteção uva sol pode ativar algumas áreas expostas manifestam através vermelhidão brotoeja rosto exemplo
81;http://g1.globo.com/ciencia-e-saude/noticia/bebes-recordam-lingua-que-ouvem-no-comeco-da-vida.ghtml;ciencia-e-saude;bebês constroem conhecimento sobre idioma primeiros meses vida pessoa mude país esqueça língua nativa ainda assim capaz voltar falála rapidamente dizem cientistas pesquisa feita adultos sulcoreanos sido adotados bebês casais holandeses mostrou superaram expectativas pronúncia língua natal após receberem treinamento cientistas afirmam pais devem conversar máximo possível bebês desde primeiros meses explica estudo é primeiro mostrar contato precoce crianças adotadas língua nativa importante décadas acreditarem ter esquecido idioma descoberta indica conhecimento linguagem é armazenado primeiros meses vida ficando preservado é usado podendo ser revelado reaprende língua disse bbc news estudo adultos sulcoreanos idades torno anos adotados ainda bebês famílias holandesas pronunciar consoantes coreano fazer curso rápido idioma grupo analisado comparado adultos haviam tido qualquer contato idioma coreano infância ambos avaliados coreanos nativos antes fazerem curso rápido língua dois grupos desempenho aulas adultos haviam sido adotados apresentaram resultados surpreendentes falar coreano diferenças pessoas adotadas menos seis meses antes aprenderem falar adotadas partir ano meio haviam aprendido falar indica conhecimento linguagem é natureza abstrata vez depender apenas experiência prática segundo cientistas dra jiyoun choi diz estudo traz ensinamentos práticos pais favor lembremse processo aprendizado linguagem começa cedo conhecimento prático linguagem é armazenado primeiros meses vida mostra estudo afirma tente falar bebê sempre porque absorvendo digerindo dizendo
82;http://g1.globo.com/sao-paulo/sorocaba-jundiai/noticia/2017/01/mariposa-causa-alergia-intensa-em-quase-200-moradores-de-jundiai.html;ciencia-e-saude;cerca moradores jundiaí sp diagnosticados neste mês alergias causadas mariposa gênero hylesia sp apesar número casos maioria região eloy chaves medeiros reserva serra partes condomínio anchieta secretaria saúde município descarta momento possibilidade surto pasta ainda afirma alergia é contagiosa avigilância sanitária vigilância epidemiológica unidade zoonoses especialistas cidade passaram atuar conjuntamente esclarecer situação oferecer orientações casos graves devem diminuir próximos dias vale destacar reações passam pessoa pessoa caracterizamse reações inflamatórias pele provocando irritação severa coceira intensa dentro horas após contato tratamento depende gravidade caso explicou dermatologista paulo cunha professor titular faculdade medicina jundiaí vicepresidente sociedade internacional dermatologia através estudos exames evidenciou agente causador surto é primeira vez casos doença sendo observados jundiaí segundo secretaria saúde devem diminuir proporcionalmente fim período reprodução hylesia sp espécie fica ativa período acasalamento dura semanas pode ter iniciado primeiros dias janeiro datadas primeiras ocorrências alergia espécie solta cerdas formam pequenas nuvens ar acabam depositando tecidos roupas varal toalhas beira piscinas destaca carlos ozahata unidade zoonoses orientações dermatologista ressalta uso telas contra insetos simples limpeza pano água ambientes onde mariposa observada período noturno é suficiente evitar contágio outros cuidados uso moderado aerossol indicados outras recomendações importantes limpar ambientes onde identificada presença mariposa pano água caso reação alérgica procurar atendimento médico
83;http://g1.globo.com/bemestar/noticia/as-mulheres-que-popularizaram-mundialmente-a-brazilian-wax-a-depilacao-intima-brasileira.ghtml;ciencia-e-saude;depilação cera pubianos é prática cada vez comum mundo curiosamente estilo específico depilação acabou conhecido brazilian wax depilação brasileira tradução livre vezes abreviado simplesmente brazilian estilo envolve remoção todos vagina ânus efeito decorativo certa quantidade é deixada púbis região triangular abaixo abdômen formatos opcionais triângulo faixa estreita chamada pista aterrissagem coração explicou jonice é nova sete irmãs cujos nomes começam letra j outras jocely janea joyce juracy jussara judseia acabaram conhecidas j sisters irmãs j porque americanos conseguiam pronunciar nomes hoje salão é popular ricos famosos irmãs dizem ganhar us milhões r milhões ano depilação tratamentos cabelos unhas irmãs nasceram capixaba vitória família grande sete irmãs sete irmãos pai tradicional deixava filhas saírem sozinhas medo trabalhassem outras pessoas contou jocely criação tão tradicional futuro irmãs parecia estar traçado sair casa casamento jocely quarta irmã sonhava conhecer mundo economizou dinheiro visitar antiga vizinha havia mudado nova york plano ficar mês jocely gastou todos dólares primeiros dias ter voltar casa antes hora decidiu fazer bico manicure salão portuguesa jocely falava inglês explicou malin poucos tornou especialista restauração unhas danificadas reputação cresceu acabou atraindo freguês poderoso magnata comerciante armas adnan khashoggi khashoggi contratava jocely durante dia inteiro semana pagando us hora cuidasse unhas reunião outra agora ganhava bem irmãs vieram trabalhar poucos anos capixabas começaram oferecer estilo diferente então nome depilação cera vez retirar apenas virilha nova técnica removia tudo deixando apenas pouco decoração região frontal ter confirmação casa frente espelho salão pediu depiladora retirasse indesejados traseiro louca vou tocar aí respondeu esteticista grupos feministas questionariam associação pubiano vergonha sujeira grande maioria homens depila sntem sujos envergonhados argumentariam email bbc brasil escritora laura malin admite noções resultado cultura machista faz ressalva mundo inteiro estilo é conhecido brazilian disse deixassem paz começou aqui lá acrescentou parece depilação brazilian pode estar saindo moda j sisters preocupadas sempre inovando capixabas acabam reabrir salão endereço novo corajosas deixar cidade pequena brasil seguirem nova york dinheiro falar inglês disse karen castanho produtora trabalha dramédia baseada história irmãs têm tanta energia nunca vi algo assim filmagens longa j sisters título é provisório previstas
84;http://g1.globo.com/ciencia-e-saude/noticia/cientistas-identificam-onda-gravitacional-gigantesca-na-atmosfera-de-venus.ghtml;ciencia-e-saude;gigante onda atmosfera vênus pode ser maior tipo sistema solar astrônomos dizem acreditar formação observada nave espacial japonesa sido gerada modo semelhante ondulações formadas água flui sobre rochas leito riacho logo entrar órbita vênus nave espacial akatsuki registrou fenômeno forma arco atmosfera superior planeta vários dias curiosamente estrutura brilhante estende mil km vezes distância rio janeiro paulo permaneceu fixa topo nuvens vênus locomovem rápido lenta rotação planeta abaixo onde dia dura tempo planeta leva orbitar torno sol makoto taguchi universidade tóquio atsushi yamazaki agência exploração aeroespacial japão jaxa outros cientistas mostraram zona luminosa ficou parada sobre região montanhosa superfície planeta conhecida aphrodite terra descobriram quente partes circundantes atmosfera segundo cientistas fenômeno é resultado onda gravidade gerada medida atmosfera baixa atravessa montanhas espalha cima através atmosfera espessa vênus ondas gravidade ocorrem fluido líquido gás plasma é deslocado posição equilíbrio córrego flui sobre rocha ondas gravidade propagam cima através água superfície córrego possível perceber alterações altura explica bbc colin wilson cientista planetário universidade oxford inglaterra participou pesquisa acontece vênus é diferente porque vendo fenômeno acontecer meio temperaturas máximas nuvens partículas atmosféricas movimentando cima baixo tal partículas água acrescenta estudo acordo pesquisadores mostra evidência direta existência ondas gravidade estacionárias fixas indica tais ondas gravidade estacionárias podem ter escala maior talvez maior observada sistema solar acontece formação júpiter porque rotação planeta é rápida atmosfera é dividida cinturões rotação lenta vênus permite outro lado formação desse tipo acrescenta especialista
85;http://g1.globo.com/natureza/noticia/formigas-tem-gps-sofisticado-e-podem-andar-para-tras.ghtml;ciencia-e-saude;formigas têm sistema navegação gps sofisticado permite orientar problemas incluindo andando trás transportam cargas pesadas comida segundo pesquisadores guiar encontrar caminho formigueiro insetos utilizam posição sol memória visual lugares explicam entomologistas cujo estudo publicado quintafeira revista americana current biology cientistas observaram formigas caminham trás param vez olhar redor objetivo verificar onde utilizar informação estabelecer itinerário função sol alta capacidade ajuste navegar pode ser fonte inspiração criar novos programas computador destinados orientar robôs estimam pesquisadores embora formigas geralmente caminhem frente transportam pequenos pedaços comida muitas vezes caminham trás precisam transportar cargas pesadas formigueiro podem manter nível orientação deslocam todas direções frente trás lateralmente formigas têm cérebro relativamente pequeno cujo tamanho é inferior cabeça alfinete apesar disso podem navegar problemas condições difíceis explica professora barbara webb universidade edimburgo reino unido compreender comportamento dá novas informações sobre funcionamento cérebro pode inspirar conceber sistemas robóticos reproduzam funções cerebrais acrescenta entender insetos enfrentam diversos obstáculos ajustam trajeto encontrar caminho volta casa estudiosos colocaram prova formigas deserto ambiente natural pesquisadores colocaram espelhos alterar percepção posição sol então constataram formigas iam direção errada estudo internacional realizado equipe cientistas universidade nacional australiana centro nacional pesquisa científica cnrs frança
86;http://g1.globo.com/bemestar/noticia/ha-meninas-com-penis-e-meninos-com-vaginas-a-polemica-campanha-sobre-transexuais-na-espanha.ghtml;ciencia-e-saude;durante seis dias janeiro cartazes desenho quatro crianças nuas sorrindo colocados ônibus estações metrô comunidades autônomas estados país basco navarra norte espanha neles liase meninas pênis meninos vagina é simples assim maioria sofre diariamente porque sociedade conhece realidade objetivo organização trás chrysallis associação famílias menores transexuais é dar visibilidade situação vivem crianças transexuais combater preconceito contra acordo beatriz sever portavoz chrysallis cartazes rasgado cruz colocada sobre outro terceiro desenhado pênis vagina aconteceu alguns disse sever bbc mundo serviço espanhol bbc conta campanha criada pensou pudesse ferir sensibilidade alguma pessoa grupo organização membros católicos diferentes inclinações políticas grupo bem pequeno sociedade rejeitou campanha nada ofensiva corpos crianças é parte natureza afirma sever explica campanha busca falar problema enfrentado muitas crianças famílias gerar debate base argumentos racionais científicos campanha explica pessoa transexual sente pertencer sexo biológico nasceu transexualidade é condição gênero pessoa percebido corresponde designado base genitália nascer explica organização chrysallis folhetos informativos organização centro jurídico tomás moro diz defender dignidade pessoa família direitos humanos reflexo direito natural liderando abaixoassinado digital contra campanha título transporte público fomenta corrupção menores paralelamente grupo planeja levar denúncia formal justiça entanto ainda apresentada promotoria porque advogados frente iniciativa esperam chrysallis esclareça onde tirou informações incluída cartazes taxa tentativa suicídio adultos transexuais negada identidade durante infância é bbc mundo sever disse índice têm base cientítifica demonstrado estudos recentes site grupo é bastante crítico cartazes campanha pretende normalizar transexualidade menores é estatísticamente inexistente fomentar menores determinadas condutas sexuais acordo idade prossegue campanha apenas supõe publicidade enganosa opor critério científico biológico supõe possível delito corrupção menores cartazes figuram menores explicitamente nus demanda promotoria ordene retirada cartazes investigue puna responsáveis corrupção menores acordo natalia aventi presidente chrysallis número membros organização aumentou desde famílias integrantes razões criação organização é famílias transexuais recebiam respostas órgãos públicos comunidade lgbt decidiram organizarse apoiar famílias filhos transexuais tentar gerar mudanças legislação meio campanhas realizada semana passada partiu parlamento navarra última segundafeira aprovada declaração institucional reitera apoio reconhecimento direitos pessoas transexuais famílias menores transexuais campanha criada associação chrysallis fazer realidade desses meninos meninos conhecida
87;http://g1.globo.com/bemestar/noticia/a-mulher-que-doa-em-vida-seus-orgaos-a-estranhos.ghtml;ciencia-e-saude;tracey jolliffe doou rim óvulos litros sangue pretende deixar cérebro ser estudado ciência agora quer doar parte fígado alguém conhece rim extra doaria disse programa victoria derbyshire bbc tracey é doadora altruísta chamadas grãbretanha pessoas dispostas dar órgão salvar vida desconhecido é microbióloga trabalha nhs sistema saúde público britânico pais enfermeiros tracey passou vida ouvindo sobre importância assistência médica sob ponto vista profissional determinada fazer diferença nível pessoal registrei doadora sangue medula anos conta menos cem pessoas reino unido doar rim saber receberia agora apoia organização caridade give kidney doe rim inglês incentiva outros fazerem setembro fila espera rim nhs tempo médio espera é três quatro anos brasil número é quase quatro vezes maior mil pessoas adultos crianças março aguardavam rim segundo dados recentes associação brasileira transplante órgãos é longe órgão requisitado todos pacientes espera transplante órgãos brasil aguardam rim enquanto precisam doação fígado segundo demandado lista diferentemente maioria transplantes pessoa pode estar viva doar rim porque precisa dois existentes sobreviver rim doado tracey provavelmente salvou vida pessoa lembro disso todo dia quanto acordo diz orgulhosa entanto decisão impulsiva doar rim é processo complexo diz avaliações condições doador levam três meses serem feitas inclui exames raiox cardíacos funcionamento órgão meio série testes sangue é algo faz medo agulhas brinca riscos associados doação rim baixos doador saudável taxa mortalidade cada mil pacientes remoções apêndice nhs diz ainda maioria doadores rim expectativa vida equivalente maior média geral pessoas segundo ong britânica kidney research uk menos pessoas recebem rim podem ter expectativa viver média anos após transplante fácil tomar decisão diz vontade ter filhos então pensei saudável agora espera doar parte fígado novo alguém conhece ciente riscos envolvidos perigo é maior doação rim afirma taxa mortalidade doação partir lóbulo direito órgão é morte cada pessoas partir lóbulo esquerdo cada muitos doadores têm vida longa saúdavel após transplante diante incrível capacidade regeneração órgão esclarece tracey
88;http://g1.globo.com/ciencia-e-saude/noticia/eugene-cernan-ultimo-astronauta-a-pisar-na-lua-morre-aos-82-anos.ghtml;ciencia-e-saude;astronauta eugene cernan nascido março morreu nesta segundafeira último homem pisar lua acordo nasa capitão cernan astronautas selecionados agência espacial participou missão gemini ix comandado tom stafford tal contato astronatas importante ambos participaram missão apolo cernan comandante nave espacial apoio missão apollo fez terceiro voo espacial apollo última missão tripulada estados unidos lua todo acordo nasa astronauta completou horas minutos espaço destas horas gastas lua cernan aposentou após anos marinha estados unidos mesma época encerrou trabalhos agência espacial gene conhecido casado jan nanna cernan hobbie interesse cavalos outras atividades caça pesca deixou três filhas neto
89;http://g1.globo.com/bemestar/noticia/surto-de-febre-amarela-por-que-a-doenca-voltou-riscos-e-vacinacao-bem-estar-explica.ghtml;ciencia-e-saude;ministério saúde confirma sete mortes causa febre amarela minas gerais outras mortes ainda investigadas estado casos suspeitos doença registrada cidades brasileiras anos postos saúde cidades mineiras filas vacinação enormes começam faltar vacinas onde ninguém ficou doente doença alastrando infectologista consultor bem estar doutor caio rosenthal comenta volta febre amarela explica deve deve vacinar apesar febre amarela ser registrada meios urbanos desde brasil vírus nunca deixou circular matas transmitido mosquitos silvestres periodicamente causa problemas dia janeiro deste ano começaram ser registrados casos minas gerais deve tomar vacina contra febre amarela morador município vírus circulando visitante desses lugares dias antes viajar devem tomar vacina grávidas crianças menos seis meses alérgicos ovos pessoas vivem áreas registro vírus consultar médico antes vacinar pessoas anos sintomas febre amarela febre alta pele olho amarelos vírus lesiona fígado hemorragia pode pode tomar remédios base ácido acetilsalicílico surto bahia registra casos dois mortos pacientes apresentam dor aguda músculos urina escura ocorre causa quadro chamado rabdomiólise músculos lesionados liberam proteína contém grande quantidade pigmentos vermelhos mioglobina pigmentos acabam sendo extravasados urina casos graves excesso pigmentos é tóxico rins entram falência dois casos óbitos pacientes outras doenças base dificultaram tratamento
90;http://g1.globo.com/bemestar/noticia/como-limoes-podem-ajudar-a-identificar-cancer-de-mama.ghtml;ciencia-e-saude;mulheres costumam achar sabem quais sinais câncer mama momento precisam examinar próprios seios nessa hora certezas dão lugar dúvidas é caroço sentindo devo preocupar ondulação pele exatamente tentando sentir limões passaram ser metáfora seios busca designer maneira simples mostrar sintomas câncer mama corrine descreve caixa ovos cheia limões imagem divertida ajudar mulheres superarem medo doença algumas pacientes querem falar sobre seios olhar diz embora campanha know your lemons exista desde agora imagem simbólica viralizou ser compartilhada redes sociais americana erin smith chieze diagnosticada câncer estágio avançado descobrir covinha seio erin procurou médico ver foto limões mostrando parece seio doente visto acaso foto informação verdadeira saberia procurar postou erin muitos elogiam campanha know your lemons ser colorida clara mensagem importante perde meio muitas palavras câncer mama é comum mata mulheres mundo brasil responde cerca casos novos câncer cada ano acordo instituto nacional câncer inca existem vários tipos câncer mama alguns evoluem forma rápida outros maioria casos bom prognóstico pesquisa recente ong britânica breast cancer care mil mulheres descobriu terço normalmente examina seios regularmente busca sintomas câncer enquanto sabem caroço mama pode ser sinal câncer quarto sabem mamilo invertido pode ser sintoma caroço área seio pele grossa sintomas comuns notados mulheres acordo serviço saúde britânico nhs professor oncologia jayant vaidya university college londres diz ondulações achatamento seio principalmente mulher levanta braço inclina frente importantes sinais precoces doença mostrar limões caixa ovos atrai interesse assunto ajuda pessoas lembrarem melhor sinais normalmente mulheres encontram novo caroço seio é sintoma comum frequentemente único grãbretanha é alto número mulheres alertas doença demora busca tratamento país geral dá medo negação tratamentos modernos têm grande chance sucesso conseguem reduzir danos causados própria terapia diz professor vaidya percebe mudanças naquilo considera normal deve procurar médico alerta ir logo médico significa câncer chance fazer tratamento bemsucedido
91;http://g1.globo.com/natureza/noticia/cientista-brasileiro-descobre-botao-que-ativa-instinto-predatorio-em-camundongos.ghtml;ciencia-e-saude;equipe cientistas comandada paulista afirma ter desvendado mecanismo cerebral ativa comportamento predatório animais é feito uso lasers região específica cérebro roedores amígdala central araújo equipe usaram técnica chamada optogenética primeiramente infectaram camundongos vírus torna neurônios cérebro sensíveis luz azul uso fibra ótica iluminaram amígdala laser azul fez animais tensionarem mandíbula músculos pescoço conhecemos pouco sobre funcionamento mecanismo caça é arsenal programas motores regular série atividade velocidade aniquilação presa desvendamos parte circuito explicou araújo bbc brasil laser ligado camundongos caçaram tudo posto frente petiscos grilos objetos tampas garrafa comportamento observado cientistas usaram outra técnica estimular amígdala ativar neurônios vez luz moléculas comportamentos predatórios alimentares observados havia nada camundongos caçarem gaiolas vazias exemplo estímulo fez camundongos posicionassem patas dianteiras segurando alimento moviam bocas mastigando cientista brasileiro ressalta porém espécimes apresentaram comportamento agressivo uns outros inicialmente equipe pensou hipótese agressividade generalizada uso laser fez camundongos brigassem questões responder é porque estímulos resultaram ataques algo cérebro ratos impediu agredissem uns outros verdade fizemos testes brinquedos simulando animais vários tamanhos ratos atacaram medida usamos brinquedos maiores araújo acredita trabalho yale abre espaço estudos comportamento animal podem ajudar desvendar comportamentos incluindo possível botão ative agressividade tanto animais quanto humanos nível conceitual trabalho pode ajudar melhorar entendimento mecanismos humanos trabalhos exemplo estudam certos tipos demência resultam pacientes mordendo objetos questão agressividade ainda debate grande envolve quanto ambiente influencia comportamento violento exemplo disse outro ponto importante é constatação rede neural relativamente simples controla processo complexo caça amígdala central é região fundamental
92;http://g1.globo.com/bemestar/noticia/anvisa-aprova-registro-de-remedio-a-base-de-cannabis-pela-1-vez-no-brasil.ghtml;ciencia-e-saude;agência nacional vigilância sanitária anvisa registrou medicamento base maconha tratar espasticidade rigidez excessiva músculos pacientes esclerose múltipla tratase primeiro medicamento base cannabis sativa aprovado brasil nome comercial mevatyl medicamento contém tetraidrocanabinol thc concentração mgml canabidiol cbd concentração mgml droga é aprovada outros países incluindo estados unidos canadá alemanha dinamarca suécia suíça israel onde é conhecido sativex medicamento é indicado pacientes adultos espasticidade grave moderada relacionada esclerose múltipla respondam outros medicamentos demonstrem boa resposta mevatyl após período inicial tratamento anvisa alerta medicamento é indicado tratar epilepsia pode ser consumido pessoas menos anos então anvisa somente liberava importação medicamentos base cannabis sativa comprados outros países havia produto dessa categoria registro país partir registro medicamento anvisa é necessário aguardar determinação preço produto comitê técnico executivo câmara regulação mercado medicamentos cmed órgão coordenado anvisa composto representantes ministérios fazenda saúde justiça desenvolvimento casa civil após definição é medicamento poderá começar ser vendido país
93;http://g1.globo.com/bemestar/noticia/nenhuma-farinha-tem-qualidade-superior-a-outra-todas-sao-boas-em-uma-alimentacao-saudavel.ghtml;ciencia-e-saude;pense comida adora pizza bolo macarrão panqueca tudo é delícia têm algo comum farinha bem estar desta terçafeira explica farinha tudo quanto é jeito tipos clássicas trigo milho mandioca diferentonas laranja maçã grão bico nutricionista patricia cruz conta é melhor saúde doutor roberto kalil cardiologista consultor programa explica fazem bem coração farinhas obtidas partir processamento grãos cereais sementes leguminosas utilizadas fazer alimentos massas mingaus pães bolos farinhas grãos têm principalmente carboidratos fontes energia farinhas leguminosas têm principalmente proteínas baixo valor biológico entanto nenhuma farinha é superior outra todas opções possíveis dentro alimentação saudável carboidratos viram açúcar organismo armazenados corpo gordura fibras digeridas organismo solúveis armazenam água formam gel auxiliam redução pressão sanguínea formação coágulos colesterol fibras insolúveis ajudam formar bolo fecal eliminar resíduos intestino presentes trigo integral arroz integral legumes frutas estudos apontam dieta rica fibras reduz risco morte cardiovascular bolo banana passas farinha é dica lanche saudável
94;http://g1.globo.com/bemestar/noticia/preciso-me-vacinar-contra-a-febre-amarela-veja-perguntas-e-respostas-sobre-o-surto-em-mg.ghtml;ciencia-e-saude;g conversou especialistas entender é tamanho epidemia precisa correr prevenir contra doença porque casos registrados regiões rurais mata transmitidos mosquitos haemagogus sabethes enquanto detectada transmissão doença aedes aegypti famoso dengue zika chikungunya gostar áreas urbanas sim pessoa infectada zona rural poderá ir cidade vez picada mosquito aedes aegypti inseto poderá transmitir outra pessoa assim diante boa notícia é aconteceu ainda acordo ministério saúde médicos entrevistados pessoa vive dentro cidade paulo exemplo precisa entrar pânico é verdade todo mundo receber menos dose vacina dúvida alguma pessoas têm contato área rural silvestre precisam estar vacinadas disse marcelo simão consultor sociedade brasileira infectologia vale ressaltar vírus febre amarela é transmitido pessoa pessoa apenas picada mosquitos infectados epidemia verdade macacos mata homem adentrando estando próximo é picado mosquito adquire doença completou simão surto concentrado regiões urbanas ministério saúde recomendou imunização todas pessoas residem áreas recomendação vacina contra febre amarela vão viajar regiões silvestres rurais mata estados ceará rio grande norte paraíba pernambuco alagoas sergipe espírito santo rio janeiro área recomendação vacina situações emergência vacina pode ser administrada partir meses indicado entanto é bebês meses vacinados primeira vez recebam segundo reforço anos idade vacina eficiência demora cerca dias garantir imunização após primeira aplicação pessoas anos idade devem vacinar receber segunda dose após anos idosos precisam ir médico avaliar riscos receber imunização causar reações agência nacional vigilância sanitária anvisa recomenda vacina pessoas doenças lúpus câncer hiv devido baixa imunidade anos grávidas alérgicos gelatina ovo áreas epidêmicas doença organização mundial saúde oms informa é necessária apenas dose chance corpo entrar contato doença segunda vez antes perder proteção é grande tal contato reforça criação anticorpos funcionaria segunda dose depende acordo especialistas população minas gerais áreas afetadas passar boa vacinação contenção surto irá diminuir todas pessoas residentes regiões casos devem ser imunizadas ministério saúde informou todos estados abastecidos vacina país estoque suficiente atender toda população situações recomendadas órgão disse ainda enviou mil vacinas estado totalizando milhão doses estoque minas gerais doença torna aparente três seis dias após infecção acordo ministério saúde sintomas iniciais febre calafrios dor cabeça intensa dores costas dores corpo geral náuseas vômitos fadiga fraqueza maior parte pessoas apresenta melhora após tais sintomas
95;http://g1.globo.com/bemestar/noticia/acai-e-rico-em-gordura-boa-fibra-e-carboidrato-bem-estar-alerta-para-as-calorias.ghtml;ciencia-e-saude;açaí super moda top é barca bombando praias neste verão provou surgiu moda bem estar desta segundafeira fala sobre açaí nutricionista tânia rodrigues explica dá pra comer açaí todo dia quais acompanhamentos pode virar bomba calórica morango banana granola leite condensado delícia açaí sempre guaraná programa mostra últimas pesquisas revelam qualidades desta fruta brasileiríssima nutricionista cristiane perroni diz porque guaraná forma xarope pode fácil fácil duplicar calorias açaí açaí é fruto típico brasileiro originário mata nativa amazônica comemos região sudeste exemplo é bem diferente é consumido norte onde produz polpa nutricionista tânia rodrigues explica extração polpa é feita máquina vai esfolando semente acrescentando água mesmas sementes passam três vezes nesse processo cada etapa gera extrato diferente indústria mistura xarope guaraná açaí dá sabor adocicado torna creme bomba calórica quer comer açaí tanto ganho calórico mesmos benefícios ideia é comprar polpa bater banana mel deixa sabor doce acrescentar leite pó é interessante porque agrega proteína eleva calorias benefícios açaí é fruta rica gordura boa monoinsaturada fibra carboidrato qualquer outra fruta cor escura indica presença antioxidantes flavonoides ajudam diminuir radicais livres rejuvenescimento celular melhoram circulação sanguínea mantém processos orgânicos saudáveis ativos açaí cálcio manganês fósforo bastante potássio metade quantidade banana pouco ferro muita gente acha é fonte causa cor escura é mito açaí é indicado prétreino ser boa fonte energética digestão rápida anticitocina substância antioxidante ajuda combater ação radicais livres produzidos consumo oxigênio durante exercícios físicos
96;http://g1.globo.com/distrito-federal/noticia/enfermeira-do-df-consegue-amamentar-filho-adotivo-com-ajuda-da-ciencia.ghtml;ciencia-e-saude;enfermeira distrito federal encontrou apoio ciência conseguir amamentar filho adotivo precisava leite natural necessidade médica achou ajuda hospital regional taguatinga hrt rede pública trabalha técnica induzir mulheres produzir leite chamada translactação feito juliana martins diz esquece filho é adotivo parece saiu mim antes adotar pequeno davi perdeu dois filhos recémnascidos ainda passou transplante rim disso casal desistiu tentar nova gravidez adotou criança dias casa ficou doente amamentálo virou necessidade amor boa vontade paciência aliada ciência gente realmente consegue processo amamentação sucesso disse juliana produzir leite submeteu tratamento exigia prescrição remédios uso equipamentos especialistas responsáveis procedimento enfermeira maria rodrigues diz técnica requer participação mãe filho colocamos bebê peito colocamos sondinha boca bebê outra ponta sonda recipiente leite leite vem facilidade neném é estimulado sugar suga bastante peito produção desse leite mãe aumenta bebê recebendo hormônios recebendo anticorpos recebendo nutrientes precisa crescer saudável recebendo aconchego colo mãe durante amamentação passando continuou profissional recebendo amor valores porque naquele momento amamentação passando nutrientes é precisa crescer fisicamente desenvolver forma adequada acordo secretaria saúde hrt conta leitos ativos internação ambulatórios funcionam h h h h atendimento público é voltado casos média complexidade
97;http://g1.globo.com/pr/campos-gerais-sul/noticia/2017/01/hu-em-ponta-grossa-tem-inscricoes-abertas-para-residencias-medicas.html;ciencia-e-saude;processo seletivo vagas residências médicas ortopedia traumatologia medicina intensiva hospital universitário regional campos gerais huuepg recebe inscrições dia fevereiro interessados devem inscrever internet vaga ortopedia traumatologia medicina intesiva duas exigindose candidatos residência médica devidamente reconhecida clínica médica cirurgia geral anestesiologia fazer inscrição candidato deve imprimir boleto bancário destinado pagamento taxa inscrição r documento vence dia pode ser pago toda rede bancária autorizada é necessário colar locais indicados foto x recente fotocópia documento identificação documento identidade carteira trabalho carteira nacional habilitação cnh ficha inscrição devidamente montada assinada deve ser apresentada acesso local realização prova objetiva dia março quer saber notícias região acesse g campos gerais sul
