link;categ
http://g1.globo.com/espirito-santo/agronegocios/noticia/2016/11/agricultura-do-es-soma-prejuizo-de-r-36-bilhoes-em-dois-anos.html;agro
http://g1.globo.com/economia/noticia/2016/11/na-black-friday-vice-presidente-e-ate-sergio-mallandro-vao-lojas-vender.html;agro
http://g1.globo.com/espirito-santo/agronegocios/noticia/2016/11/produtores-do-es-investem-em-tecnicas-para-recuperar-lavouras.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/eua-elevam-metas-para-uso-de-biocombustiveis-em-2017.html;agro
http://g1.globo.com/sp/sao-carlos-regiao/noticia/2016/11/uvas-de-divinolandia-sp-geram-o-melhor-vinho-chardonnay-do-pais.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/safra-brasileira-de-cafe-201617-deve-chegar-561-milhoes-de-sacas.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/pib-do-agronegocio-cresce-271-ate-julho-diz-cna.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/etanol-sobe-17-estados-cai-em-8-e-no-df-e-fica-estavel-no-amapa.html;agro
http://g1.globo.com/espirito-santo/noticia/2016/11/incaper-estuda-medidas-para-reduzir-efeitos-da-seca-no-gado-do-es.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/precos-internacionais-do-cafe-atingem-maior-patamar-em-21-meses.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/em-outubro-ibge-preve-safra-139-maior-para-2017.html;agro
http://g1.globo.com/ro/rondonia/noticia/2016/11/governo-preve-aumento-de-mais-de-8-na-producao-da-soja-em-rondonia.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/cosan-registra-lucro-liquido-proforma-de-r-3275-milhoes-no-3-trimestre.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/novo-corte-no-preco-da-gasolina-deve-ter-reflexo-limitado-sobre-etanol.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/trump-pode-trazer-protecionismo-mas-comercio-ditara-regras-diz-rodrigues.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/escassez-de-cafe-robusta-derruba-exportacoes-do-brasil-em-outubro-20161109094508186301.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/plantio-de-soja-e-milho-do-parana-supera-ritmo-de-2015-20161108110004760682.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/melancia-e-morango-estao-mais-em-conta-diz-ceagesp.html;agro
http://g1.globo.com/sp/sao-carlos-regiao/noticia/2016/11/agropecuaria-gera-1899-vagas-de-trabalho-em-sao-jose-do-rio-pardo.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/conselho-da-minerva-aprova-compra-do-frisa-frigorifico-rio-doce.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/frigol-abre-primeiro-escritorio-internacional-nos-emirados-arabes.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/11/brasil-e-segundo-maior-criador-de-ras-do-mundo.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/11/venda-antecipada-de-soja-nao-deslanchou-em-mato-grosso.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/11/populacao-de-128-municipios-do-ceara-sofre-com-seca.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/11/um-ano-apos-rompimento-de-barragem-mariana-tenta-se-recuperar.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/11/producao-de-ovo-organico-tem-regras-especificas.html;agro
http://g1.globo.com/sp/sao-carlos-regiao/noticia/2016/11/citricultores-de-pirassununga-e-aguai-sp-acumulam-prejuizos-com-furtos.html;agro
http://g1.globo.com/economia/negocios/noticia/2016/11/astronautas-usam-plastico-brasileiro-feito-de-cana-em-estacao-espacial.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/exportacao-de-milho-cai-80-em-outubro-na-comparacao-com-2015.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/volume-de-cafe-exportado-pelo-brasil-recua-10-em-outubro.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/plantio-de-soja-no-ms-avanca-e-atinge-68-da-area-prevista.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/11/abacate-e-berinjela-estao-mais-em-conta-diz-ceagesp.html;agro
http://g1.globo.com/espirito-santo/agronegocios/noticia/2016/10/uso-da-agua-e-tema-de-seminario-da-federacao-da-agricultura-do-es.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/10/moagem-de-cana-do…ro-sul-recua-na-1a-quinzena-de-outubro-diz-unica-20161031104007448457.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/10/igc-eleva-previsao-de-producao-de-graos-para-2077-bilhoes-de-toneladas.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/10/brasil-avanca-nas-exportacoes-de-soja-para-china.html;agro
http://g1.globo.com/economia/agronegocios/noticia/2016/10/2-fase-da-campanha-de-vacinacao-contra-aftosa-comeca-em-novembro.html;agro
http://g1.globo.com/economia/noticia/2016/10/participacao-do-alcool-anidro-no-preco-da-gasolina-sobe-e-atinge-164.html;agro
http://g1.globo.com/espirito-santo/agronegocios/noticia/2016/10/preco-do-cafe-conilon-supera-o-arabica-pela-1-vez-no-es.html;agro
http://g1.globo.com/espirito-santo/agronegocios/noticia/2016/10/produtores-mostram-como-cultivam-morango-sem-agrotoxico-no-es.html;agro
http://g1.globo.com/mato-grosso/noticia/2016/10/produtores-enfrentam-dificuldades-para-manter-aviarios-ativos-em-mt.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/10/publicitaria-deixa-mundo-corporativo-para-cuidar-de-fazenda-de-cafe-em-mg.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/10/sergipe-enfrenta-pior-seca-dos-ultimos-cinco-anos.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/10/estiagem-antecipa-colheita-da-cana-de-acucar-em-goias.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/10/producao-de-milho-em-mg-deve-chegar-cinco-milhoes-de-toneladas.html;agro
http://g1.globo.com/economia/agronegocios/globo-rural/noticia/2016/10/inverno-rigoroso-ajuda-aumentar-produtividade-do-mirtilo-em-sc.html;agro
http://g1.globo.com/bemestar/noticia/o-que-fazer-e-nao-fazer-quando-se-esta-com-gripe-ou-resfriado.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/entenda-a-polemica-envolvendo-a-nutella-e-o-oleo-de-palma-na-europa.ghtml;ciencia-e-saude
http://g1.globo.com/distrito-federal/noticia/pacientes-esperam-cinco-horas-para-conseguir-vacina-contra-febre-amarela-no-df.ghtml;ciencia-e-saude
http://g1.globo.com/economia/noticia/receita-com-vendas-de-remedios-cresce-131-em-2016-diz-interfarma.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/formigas-tem-gps-sofisticado-e-podem-andar-para-tras.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/exercito-canadense-investiga-misterioso-som-no-artico.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/bebe-de-tres-progenitores-nasce-na-ucrania-por-meio-de-nova-tecnica.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/riscos-nao-impedem-jovens-de-fazer-bronzeamento-artificial-nos-eua-diz-estudo.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/estado-mexicano-dava-agua-destilada-em-vez-de-remedio-a-criancas-com-cancer.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/alemanha-legaliza-cannabis-para-uso-terapeutico-em-doencas-graves.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/fralda-bijuteria-roupa-sintetica-banho-quente-e-excesso-de-sabonete-e-toalha-sao-viloes-das-alergias.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/desafio-do-manequim-com-pessoas-com-parkinson-quer-conscientizar-sobre-doenca.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/meu-sonho-e-respirar-sem-aparelhos-o-drama-da-fila-de-transplante-de-pulmao.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/drone-registra-fenda-que-ameaca-separar-iceberg-gigante-da-antartida.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/ministerio-confirma-8-morte-por-febre-amarela-em-minas-gerais.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/caso-de-doenca-da-urina-preta-traz-indicios-de-transmissao-por-virus-diz-pesquisador.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/tubarao-femea-surpreende-cientistas-ao-dar-a-luz-apos-3-anos-sem-contato-com-macho.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/o-misterioso-dragao-marinho-vermelho-filmado-pela-1a-vez-nas-profundezas-do-oceano.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/surto-de-febre-amarela-por-que-a-doenca-voltou-riscos-e-vacinacao-bem-estar-explica.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/bebes-recordam-lingua-que-ouvem-no-comeco-da-vida.ghtml;ciencia-e-saude
http://g1.globo.com/sao-paulo/sorocaba-jundiai/noticia/2017/01/mariposa-causa-alergia-intensa-em-quase-200-moradores-de-jundiai.html;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/as-mulheres-que-popularizaram-mundialmente-a-brazilian-wax-a-depilacao-intima-brasileira.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/cientistas-identificam-onda-gravitacional-gigantesca-na-atmosfera-de-venus.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/ha-meninas-com-penis-e-meninos-com-vaginas-a-polemica-campanha-sobre-transexuais-na-espanha.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/nenhuma-farinha-tem-qualidade-superior-a-outra-todas-sao-boas-em-uma-alimentacao-saudavel.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/a-mulher-que-doa-em-vida-seus-orgaos-a-estranhos.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/eugene-cernan-ultimo-astronauta-a-pisar-na-lua-morre-aos-82-anos.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/cientista-brasileiro-descobre-botao-que-ativa-instinto-predatorio-em-camundongos.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/como-limoes-podem-ajudar-a-identificar-cancer-de-mama.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/anvisa-aprova-registro-de-remedio-a-base-de-cannabis-pela-1-vez-no-brasil.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/acai-e-rico-em-gordura-boa-fibra-e-carboidrato-bem-estar-alerta-para-as-calorias.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/preciso-me-vacinar-contra-a-febre-amarela-veja-perguntas-e-respostas-sobre-o-surto-em-mg.ghtml;ciencia-e-saude
http://g1.globo.com/pr/campos-gerais-sul/noticia/2017/01/hu-em-ponta-grossa-tem-inscricoes-abertas-para-residencias-medicas.html;ciencia-e-saude
http://g1.globo.com/distrito-federal/noticia/enfermeira-do-df-consegue-amamentar-filho-adotivo-com-ajuda-da-ciencia.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/o-morcego-brasileiro-que-prefere-o-sangue-humano-como-alimento.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/documentos-ineditos-revelam-faceta-de-hipnotizador-de-sigmund-freud.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/fracassa-teste-japones-de-lancamento-de-foguete-experimental.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/spacex-lanca-com-sucesso-foguete-falcon-9-meses-apos-acidente.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/superbacteria-resistente-a-medicamentos-mata-idosa-nos-eua.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/cannabis-pode-aliviar-a-dor-mas-ha-incertezas-sobre-riscos-diz-estudo.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/como-anos-de-pilula-anticoncepcional-me-trouxeram-depressao-e-ataques-de-panico.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/camera-em-colar-de-urso-polar-da-pistas-de-como-aquecimento-esta-mudando-seu-cotidiano.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/a-ave-que-voa-ate-13-mil-km-e-quase-nao-dorme-para-acasalar-com-o-maior-numero-de-femeas.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/a-cabeca-concentra-a-temperatura-mais-alta-do-corpo-na-testa-o-calor-chega-a-50-graus.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/sonda-tenta-desvendar-misterio-de-minilua-embutida-em-anel-de-saturno.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/astronautas-dos-eua-e-franca-iniciam-caminhada-espacial.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/meditacao-arteterapia-e-reiki-passam-integrar-procedimentos-do-sus.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/apos-quase-2-seculos-cientistas…ionam-misterio-de-criatura-estranha-que-viveu-ha-500-milhoes-de-anos.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/doenca-da-urina-preta-tem-semelhancas-com-casos-antigos-do-am-europa-e-eua.ghtml;ciencia-e-saude
http://g1.globo.com/ceara/noticia/2017/01/ceara-tem-tres-casos-suspeitos-de-doenca-da-urina-preta-diz-governo.html;ciencia-e-saude
http://g1.globo.com/sp/campinas-regiao/noticia/2017/01/centro-nacional-sofre-corte-de-bolsas-em-pesquisa-de-inclusao-de-deficiente.html;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/aedes-resistente-ao-virus-da-dengue-e-criado-por-pesquisadores-dos-eua.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/orcas-entram-na-menopausa-para-evitarem-competicao-com-filhas-diz-estudo.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/especie-de-morcego-comeca-a-se-alimentar-de-sangue-humano-no-brasil-diz-pesquisa.ghtml;ciencia-e-saude
http://g1.globo.com/al/alagoas/noticia/2017/01/alagoas-teve-21-mil-casos-de-dengue-e-18-mil-de-chikungunya-em-2016.html;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/atividade-cerebral-explica-ligacao-entre-estresse-e-risco-cardiaco-indica-estudo.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/nodulos-cistos-e-polipos-bem-estar-explica-o-que-sao-e-quando-retirar-ou-conviver-com-eles.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/doenca-da-urina-preta-na-bahia-o-que-sabemos-ate-agora.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/alimentacao-com-menos-sal-poderia-salvar-milhoes-de-vidas-diz-estudo.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/voz-de-babuinos-produz-5-sons-de-vogais-similares-aos-humanos.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/pesquisadores-corrigem-doenca-rara-com-nova-tecnica-de-edicao-do-dna.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/batizado-em-homenagem-a-guerra-nas-estrelas-gibao-skywalker-ganha-status-de-nova-especie.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/a-picada-de-mosca-que-deixa-as-vitimas-em-sono-profundo.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/as-salas-onde-dependentes-sao-livres-para-tomar-as-drogas-que-quiserem.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/sindrome-do-intestino-irritavel-varios-sintomas-estao-associados-como-dor-de-cabeca-e-ate-depressao.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/alergia-a-leite-de-vaca-e-a-mais-comum-entre-criancas-veja-dicas-da-dra-ana-escobar.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/a-operacao-de-apendicite-que-descobriu-um-pedaco-de-cerebro-ossos-e-pelos-em-um-ovario.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/brasil-esta-sentado-em-bomba-relogio-diz-especialista-sobre-febre-amarela.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/cientistas-registram-imagens-ineditas-de-chimpanzes-produzindo-e-usando-ferramentas-para-beber-agua.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/macaco-flagrado-no-japao-tentando-copular-com-cerva-intriga-cientistas.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/redes-sociais-validam-o-odio-das-pessoas-diz-psicanalista.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/estudo-vincula-consumo-de-carne-vermelha-a-inflamacao-no-intestino.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/falta-de-vacinas-penta-e-hexa-acelulares-afeta-brasil-e-outros-paises.ghtml;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/cientistas-britanicos-criam-substancia-que-pode-regenerar-dentes-e-aposentar-obturacoes.ghtml;ciencia-e-saude
http://g1.globo.com/sp/sao-carlos-regiao/noticia/2017/01/marca-revela-que-como-avestruzes-e-emas-dinossauros-tambem-urinavam.html;ciencia-e-saude
http://g1.globo.com/bemestar/noticia/esta-dificil-dormir-por-causa-do-calor-bem-estar-explica-como-amenizar.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/casal-da-alemanha-cuida-de-filhote-de-tigre-rejeitado-pela-mae.ghtml;ciencia-e-saude
http://g1.globo.com/natureza/noticia/obama-defende-acordo-de-paris-em-artigo-publicado-na-science.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/estudo-contradiz-principal-teoria-de-formacao-da-lua.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/cientistas-suecos-reproduzem-teia-de-aranha-em-laboratorio.ghtml;ciencia-e-saude
http://g1.globo.com/ciencia-e-saude/noticia/o-misterioso-elemento-perdido-do-nucleo-da-terra-que-cientistas-dizem-ter-encontrado.ghtml;ciencia-e-saude
http://g1.globo.com/economia/mercados/noticia/dolar-fecha-em-queda-com-posse-de-trump-e-cenario-politico.ghtml;economia
http://g1.globo.com/economia/midia-e-marketing/noticia/pantene-faz-reality-show-para-escolher-1-brasileira-comum-para-campanhas.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/conselho-da-renova-aprova-oferta-de-r-650-milhoes-da-aes-por-parque-eolico.ghtml;economia
http://g1.globo.com/economia/blog/thais-heredia/post/qual-decisao-investidores-tomam-diante-da-morte-de-teori.html;economia
http://g1.globo.com/economia/noticia/trump-confirma-que-quer-renegociar-acordo-comercial-com-mexico-e-canada.ghtml;economia
http://g1.globo.com/economia/noticia/presidente-da-copel-assumira-direcao-geral-da-hidreletrica-de-itaipu.ghtml;economia
http://g1.globo.com/economia/midia-e-marketing/noticia/designer-brasileira-liderou-projeto-de-reformulacao-de-embalagens-da-coca-cola.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/consorcio-da-odebrecht-no-peru-afirma-que-pode-devolver-concessao.ghtml;economia
http://g1.globo.com/economia/mercados/cotacoes/moedas/;economia
http://g1.globo.com/economia/seu-dinheiro/noticia/seguro-desemprego-tera-pagamento-escalonado-em-janeiro-veja-perguntas-e-respostas.ghtml;economia
http://g1.globo.com/economia/noticia/brasil-fecha-132-milhao-de-vagas-formais-em-2016.ghtml;economia
http://especiais.g1.globo.com/economia/2017/calculadora-ipva-e-iptu/;economia
http://g1.globo.com/economia/negocios/noticia/diretor-geral-da-omc-alerta-contra-guerras-comerciais.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/dasa-compra-laboratorio-salomao-e-zoppi-por-r-600-milhoes.ghtml;economia
http://g1.globo.com/economia/noticia/receita-com-vendas-de-remedios-cresce-131-em-2016-diz-interfarma.ghtml;economia
http://g1.globo.com/economia/blog/samy-dana/post/qual-sera-o-impacto-do-governo-trump-na-economia-do-brasil.html;economia
http://g1.globo.com/economia/negocios/noticia/heineken-confirma-discussoes-com-kirin-sobre-negocios-no-brasil.ghtml;economia
http://g1.globo.com/economia/noticia/producao-industrial-cai-em-dezembro-mas-estoques-caem-e-expectativas-melhoram.ghtml;economia
http://g1.globo.com/economia/mercados/noticia/dolar-cotacao-de-20-01-17.ghtml;economia
http://g1.globo.com/economia/blog/samy-dana/post/samy-dana-responde-qual-e-o-melhor-titulo-do-tesouro-direto-para-mim.html;economia
http://g1.globo.com/economia/noticia/pib-da-china-cresce-67-em-2016.ghtml;economia
http://g1.globo.com/economia/concursos-e-emprego/noticia/24-dos-brasileiros-mudaram-de-emprego-no-2-semestre-de-2016-diz-pesquisa.ghtml;economia
http://g1.globo.com/economia/noticia/policia-vasculha-escritorios-da-odebrecht-na-republica-dominicana.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/federacao-de-petroleiros-aceita-proposta-de-acordo-coletivo-da-petrobras.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/heineken-comprara-kirin-brasil-por-us-870-milhoes-diz-jornal.ghtml;economia
http://g1.globo.com/economia/noticia/industria-paulista-fecha-152-mil-vagas-de-trabalho-em-2016-diz-fiesp.ghtml;economia
http://g1.globo.com/economia/mercados/noticia/dolar-volta-a-fechar-em-queda-com-atuacao-mais-pesada-do-bc.ghtml;economia
http://g1.globo.com/economia/noticia/faturamento-do-comercio-eletronico-cai-em-15-de-16-regioes-de-sp.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/bhp-vale-e-samarco-fixam-prazo-de-30-de-junho-para-resolver-indenizacoes-por-desastre.ghtml;economia
http://g1.globo.com/economia/noticia/abono-salarial-do-ano-base-2015-comeca-a-ser-pago-nesta-quinta.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/por-que-companhias-aereas-cobram-mais-por-uma-passagem-so-de-ida-do-que-ida-e-volta.ghtml;economia
http://g1.globo.com/economia/seu-dinheiro/noticia/bc-avalia-mudancas-no-cartao-e-considera-acabar-com-compras-parceladas.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/petros-reve-politica-de-investimentos-e-vendera-participacao-em-empresas.ghtml;economia
http://g1.globo.com/economia/blog/thais-heredia/post/inflacao-em-queda-renova-esperancas.html;economia
http://g1.globo.com/tecnologia/noticia/brasil-perdeu-13-milhoes-de-linhas-de-telefonia-celular-em-2016-diz-anatel.ghtml;economia
http://g1.globo.com/sp/ribeirao-preto-franca/noticia/2017/01/temer-diz-que-pais-esta-comecando-sair-da-recessao.html;economia
http://g1.globo.com/economia/noticia/em-2016-brasil-seguiu-em-penultimo-lugar-em-lista-de-competitividade-da-cni.ghtml;economia
http://g1.globo.com/economia/noticia/industria-de-sp-fecha-1525-mil-vagas-em-2016.ghtml;economia
http://g1.globo.com/economia/pme/noticia/87-dos-mpes-nao-tem-intencao-de-contratar-credito-nos-proximos-3-meses.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/grandes-petroleiras-voltam-a-buscar-aquisicoes-apos-melhoria-no-cenario.ghtml;economia
http://g1.globo.com/economia/agronegocios/noticia/temer-anunciara-r-12-bilhoes-nesta-quinta-para-pre-custeio-da-safra-agricola.ghtml;economia
http://g1.globo.com/rio-de-janeiro/noticia/primeiro-acougue-vegano-do-rio-sera-inaugurado-na-barra-da-tijuca.ghtml;economia
http://g1.globo.com/economia/noticia/previa-da-inflacao-oficial-fica-em-031-em-janeiro.ghtml;economia
http://g1.globo.com/economia/negocios/noticia/vendas-do-carrefour-desacaleram-cfo-espera-ipo-no-brasil-este-ano.ghtml;economia
